"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
F2631250373,1-10,1,"FACULTY LOUNGE",STANDARD,SD350,REMOVE,
JPGGN17418,,1,"MAIN OFFICE",HP,"LASERJET 2200D",REMOVE,
VND3R39042,,1,CUSTODIAN,HP,"LASERJET P1006",REMOVE,
VNB3137432,1-34,1,101,HP,"LASERJET P3015",REPURPOSE,
U61325F1N876635,,1,"MAIN OFFICE",BROTHER,"INTELLIFAX 2820",REMOVE,
CNGS708419,1-2,1,"MAIN OFFICE",HP,"COLOR LASERJET CP2025DN",REMOVE,
CNGFG06882,1-6,1,"MAIN OFFICE - ASSISTANT PRINCIPAL",HP,"COLOR LASERJET 2550",REMOVE,
CNDJB71225,,,120,HP,"LASERJET 2420",REMOVE,
MY0311827PJP,,,HEALTH,"HP ","DESKJET 952C",REMOVE,
CNB1225423,1-11,1,103,HP,"COLOR LASERJET CP1215",REMOVE,
VNB3246702,1-4,1,"MAIN OFFICE",HP,"LASERJET P1102W",REMOVE,
VNB3276161,1-8,1,"MAIN OFFICE - PRINCIPAL",HP,"LASERJET P1102W",REMOVE,
CNBGC98807,2-25,2,203,HP,"LASERJET 2300",REMOVE,
CNGKC94411,,2,211,HP,"LASERJET 2420DN",REMOVE,
CNGJC78466,,2,221,HP,"LASERJET 2420DN",REMOVE,
VND3J01100,,,216,HP,"LASERJET P1006",REMOVE,
VNB3V21374,,2,LIBRARY,HP,"LASERJET P1102W",REMOVE,
CNG1P05246,2-22,2,202,HP,"LASERJET P3005",REPURPOSE,
USQN394577,,2,203B,HP,"LASERJET 1100",REMOVE,
CNBF289750,,2,202,HP,"LASERJET CP1525NW",REMOVE,
CNBF121500,,2,221,HP,"LASERJET CP1525NW",REMOVE,
VND3M16198,N/A,1,"FOCUS ROOM",HP,"LASERJET P1006",REMOVE,
VND3M16189,N/A,1,"FOCUS ROOM",HP,"LASERJET P1006",REMOVE,
N/A,2-27,2,LIBRARY,APPLE,"LASERWRITER PRO",REMOVE,
Hereford HS Removal.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Department,Manufacturer,Model,"Recommendation State","Pallet Number"
VNB3B14885,22,1,"GUIDANCE RECORDS",GUIDANCE,HP,"LASERJET P1505",REMOVE,
VNB3F21908,26,1,"COUNSELING 4",GUIDANCE,HP,"LASERJET P2035",REMOVE,
MYJ05E12GY,48,1,"116 - LAB",LAB,HP,"PSC 500",REMOVE,
JPBLM25160,47,1,"116 - LAB",LAB,HP,"LASERJET 8150 SERIES",REMOVE,
CN22EAR26905KD,20,1,"NURSE'S SUITE",HEALTH,HP,"OFFICEJET PRO 8600 N911G",REMOVE,
CNFC5382GV,49,1,"117 - CLASSROOM",CLASSROOM,HP,"LASERJET 1320 SERIES",REMOVE,
VND4829886,N/A,1,105,CLASSROOM,HP,"LASERJET P1006",REMOVE,
VNB3S41949,N/A,1,,,HP,P1102W,REMOVE,
VND3F95418,43,1,"SPECIAL ED OFFICE","SPECIAL ED",HP,"LASERJET P1006",REMOVE,
VNB3221591,64,T7,"TRAILER T7",CLASSROOM,HP,"LASERJET PRO P1102W",REMOVE,
VNB4F94375,59,T2,"TRAILER T2",CLASSROOM,HP,"LASERJET P1102",REMOVE,
VNB3D98468,N/A,1,113,,HP,"LASERJET P1606dn",REMOVE,
UZN44935,46,1,"SPECIAL ED OFFICE","SPECIAL ED",CANON,"IMAGECLASS MF3110",REMOVE,
VND3R09211,N/A,1,,,HP,"LASERJET P1006",REMOVE,
VNB3H54110,N/A,1,111,CLASSROOM,HP,"LASERJET 1022",REMOVE,
VNB4W22263,N/A,1,,,HP,"LASERJET P1102w",REMOVE,
CN9AUFF0XW,N/A,1,113,CLASSROOM,HP,"PHOTOSMART C4680",REMOVE,
MY3C24P63Q7A,N/A,1,113,CLASSROOM,HP,"DESKJET 5150",REMOVE,
VNB3S17303,77,G,G-005,GYMNASIUM,HP,"LASERJET 1022",REMOVE,
VNB4G16444,38,1,"113 - CLASSROOM",CLASSROOM,HP,"LASERJET P1006",REMOVE,
CNGSC43706,N/A,1,112,CLASSROOM,HP,"COLOR LASERJET CP2025",REMOVE,
CNB9F34610,41,1,"SPECIAL ED OFFICE","SPECIAL ED",HP,"LASERJET P2035N",REMOVE,
USMB092888,57,G,"BUS ED OFFICE",BUSINESS,HP,"LASERJET 4000",REMOVE,
5311178026,N/A,1,"BUS ED OFFICE",BUSINESS,KONICA,MINOLTA,REMOVE,
VND3M07929,42,1,"SPECIAL ED OFFICE","SPECIAL ED",HP,"LASERJET P1006",REMOVE,
CN015D22KM052T,56,G,"BUS ED OFFICE",BUSINESS,HP,"OFFICEJET J4580",REMOVE,
CNBK768407,71,G,AGRICULTURE,"BUS OFFICE",HP,"LASERJET 1020",REMOVE,
TH818553D0,75,G,"ROOM 10 - AG ROOM","AGRIC ROOM",HP,"DESKJET D2460",REMOVE,
USMB094156,N/A,G,"BUS ED OFFICE",BUSINESS,HP,"LASERJET 4000",REMOVE,
CNBRK21585,2,1,"ADULT EVENING ROOM","MAIN OFFICE",HP,"COLOR LASERJET 3500",REMOVE,
CNBFJ00318,N/A,1,OFFICE,"TEACHER OFFICE",HP,"LASERJET PRO 200",REMOVE,
VNB3D59988,4,1,AP3,"MAIN OFFICE",HP,"LASERJET P2035",REMOVE,
VNB3204095,68,1,"SRO OFFICE",POLICE,HP,"LASERJET PRO P1102",REMOVE,
TH0622201F05G2,67,1,"125 - MUSIC",MUSIC,HP,"OFFICEJET 6500 E709N",REMOVE,
U6099585J202819,29,1,"GUIDANCE WORKROOM",GUIDANCE,BROTHER,"MFC 8220",REMOVE,
USGW123657,28,1,"GUIDANCE WORKROOM",GUIDANCE,HP,"LASERJET 2100",REMOVE,
8030066,19,1,"SPECIAL ED - TEAM CONFERENCE ROOM","SPECIAL ED",OCE,IM3512,REMOVE,
VNB3G54668,25,1,"COUNSELING 3",GUIDANCE,HP,"LASERJET PRO P1606DN",REPURPOSE,
VNB3G54667,24,1,"COUNSELING 2",GUIDANCE,HP,"LASERJET PRO P1606DN",REPURPOSE,
J835502046,16,1,LIBRARY,LIBRARY,SAVIN,4022,REMOVE,
6050573,45,1,"SPECIAL ED OFFICE","SPECIAL ED",OCE,IM3511,REMOVE,
CNB9F34595,69,1,"123 - ENGLISH",ENGLISH,HP,"LASERJET P2035N",REMOVE,
K61034071890,,2,,,SAVIN,4022,REMOVE,
VNB3D90329,115,2,"SOCIAL STUDIES OFFICE","SOCIAL STUDIES",HP,"LASERJET 1606dn",REPURPOSE,
VNB3D90319,114,2,"SOCIAL STUDIES OFFICE","SOCIAL STUDIES",HP,"LASERJET 1606dn",REPURPOSE,
CNJ1P21500,N/A,1,"A/D OFFICE","AD OFFICE","HP ","LASERJET P3005dn",REPURPOSE,
CNFB252033,N/A,2,223,CLASSROOM,HP,"LASERJET 1012",REMOVE,
CNBF167741,83,2,227,CLASSROOM,"HP ","LASERJET CP1525NW",REMOVE,
CNBJD32434,N/A,1,LIBRARY,,HP,"LASERJET 1200",REMOVE,
CNBK813478,110,2,219,CLASSROOM,"HP ","LASERJET 1020",REMOVE,
VNB4K78436,112,2,221,CLASSROOM,"HP ","LASERJET 1102w",REMOVE,
VNB3D90321,111,2,219,CLASSROOM,"HP ","LASERJET 1606dn",REPURPOSE,
CNBK646126,109,2,217,CLASSROOM,HP,"LASERJET 1020",REMOVE,
CN2CCC4JN705KD,37,2,"113 - CLASSROOM",CLASSROOM,HP,"OFFICEJET PRO 8600 N911G",REMOVE,
MY87J281210544,N/A,2,226,CLASSROOM,HP,"PHOTOSMART C6380",REMOVE,
VND3R09210,N/A,2,,,HP,"LASERJET P1006",REMOVE,
CN88RHY3SN,85,2,225,CLASSROOM,HP,"PHOTOSMART C 4480",REMOVE,
CNFB082839,N/A,2,,,HP,"LASERJET 1012",REMOVE,
C3930095084,N/A,1,"LIBRARY WORKROOM",,GESTENER,"COPY PRINTER 5308L",REMOVE,
6080146,N/A,1,"BOYS LOCKER ROOM","LOCKER ROOM",IMAGISTICS,IM3511,REMOVE,
CNB9D16814,36,1,"111 - CLASSROOM",CLASSROOM,HP,"LASERJET P2035",REMOVE,
VNB3D90298,91,2,206,CLASSROOM,"HP ","LASERJET 1606dn",REPURPOSE,
VNB3D90325,90,2,208,CLASSROOM,HP,"LASERJET 1606dn",REPURPOSE,
USQA026716,101,2,207,LAB,HP,"LASERJET 4000",REMOVE,
VND3R09213,N/A,2,202,CLASSROOM,HP,"LASERJET P1006",REMOVE,
VNB4G38970,30,1,"110 - WORLD LANGUAGE","WORLD LANGUAGE",HP,"LASERJET PRO P1102W",REMOVE,
VNB3N34350,91,2,206,CLASSROOM,HP,"LASERJET 1606dn",REPURPOSE,
CNBKS06367,99,2,205,CLASSROOM,HP,"LASERJET 1020",REMOVE,
VND3B88111,93,2,204,CLASSROOM,HP,"LASERJET 1606dn",REPURPOSE,
CNFB252031,N/A,2,214,CLASSROOM,"HP ","LASERJET 1012",REMOVE,
VNB3503204,N/A,2,213,CLASSROOM,HP,"LASERJET 1022",REMOVE,
CNRXR12225,104,2,s20,CUSTODIAN,HP,"LASERJET 4250",REPURPOSE,
MY35C1Q1387A,106,2,"TEACHER ROOM",OFFICE,"HP ","DESKJET 5150",REMOVE,
U62674H3N361764,N/A,2,212,CLASSROOM,BROTHER,HL-22700W,REMOVE,
VNB3D90324,102,2,211,CLASSROOM,HP,"LASERJET 1606dn",REPURPOSE,
VND3B12390,N/A,G,"AD SEC",OFFICE,HP,"LASERJET 1606dn",REPURPOSE,
VNB3S18445,51,1,"114 - SPECIAL NEEDS","SPECIAL NEEDS",HP,"LASERJET PRO P1102",REMOVE,
VNB3G75652,97,2,"MATH OFFICE",OFFICE,HP,"LASERJET 1606dn",REPURPOSE,
CNCB642996,108,2,"212 - PHSYCIS",PHYSICS,HP,"LASERJET 1300",REMOVE,
Hereford MS Removals.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
N8601070043,1-55,1,"C-9 - TEACHER WORKROOM",STANDARD,SD365,REMOVE,
N8600870010,1-56,1,"C-9 - TEACHER WORKROOM",STANDARD,SD365,REMOVE,
"N/A 79",1-39,1,"A-2 - OFFICE LOBBY",SAVIN,2522,REMOVE,
N8600870015,1-40,1,"A-2 - OFFICE LOBBY",STANDARD,SD365,REMOVE,
N8600870002,1-41,1,"A-2 - OFFICE LOBBY",STANDARD,SD365,REMOVE,
N8600870011,1-5,1,"B-7 - OFFICE LOBBY",STANDARD,SD365,REMOVE,
F2630850117,1-74,1,"S-2 - LIBRARY TAPING ROOM",STANDARD,SD350,REMOVE,
MY31M3C2M95C,,,,HP,"DESKJET 6127",REMOVE,
CNBRK28160,1-63,1,"TP-1 - OFFICE",HP,"COLOR LASERJET 3500",REMOVE,
VNB3M06215,,,,HP,"LASERJET 1022",REMOVE,
CNBKB03828,,,,HP,"LASERJET 1020",REMOVE,
CNBK505138,1-2,1,"B-7 - SPECIAL ED OFFICE MARY KING",HP,"LASERJET P1505N",REMOVE,
CNBJN05681,,,,HP,"LASERJET P2015",REMOVE,
CNBC48F0BR,,,,HP,"LASERJET 1320",REMOVE,
CNHC5B50N9,1-15,1,"D-13 - SCIENCE CLASSROOM",HP,"LASERJET 1320",REMOVE,
VND3B29977,1-16,1,"D-15 - MATH CLASSROOM",HP,"LASERJET PRO P1606DN",REPURPOSE,
CNRC69785Z,1-13,1,"C-11 - LANGUAGE ARTS CLASSROOM",HP,"LASERJET 1320",REMOVE,
USBK180226,1-64,1,"TP-1 - OFFICE",HP,"LASERJET 5SI",REMOVE,
CNBK505134,,1,C-3,HP,"LASERJET 1505",REMOVE,
USQX000569,1-30,1,"E-10 - ART CLASSROOM",HP,"LASERJET 4000",REMOVE,
JPBG034949,1-34,1,"E-11 - LAB",HP,"COLOR LASERJET 2550N",REMOVE,
CND8F1R7XH,1-31,1,"E-9 - AG. SCIENCE CLASSROOM",HP,"LASERJET PRO 200 COLOR MFP M276NW",REMOVE,
VNB3N07020,,,,HP,"LASERJET 1022",REMOVE,
CNBKC36800,,,,HP,"LASERJET 1022",REMOVE,
VNB3M00611,1-52,1,"D-11 - LANGUAGE ARTS CLASSROOM",HP,"LASERJET 1022N",REMOVE,
CN87N2D2K9,1-81,1,"S-24 - COMPUTER LAB",HP,"DESKJET F4280",REMOVE,
CNBB042658,1-44,1,"A-1 - A/V CLASSROOM",HP,"LASERJET 1150",REMOVE,
CNCB169263,1-35,1,"E-13 - HEALTH CLASSROOM",HP,"LASERJET 1300N",REMOVE,
CNCB169254,1-32,1,"E-11 - LAB",HP,"LASERJET 1300N",REMOVE,
CNCB169242,1-33,1,"E-11 - LAB",HP,"LASERJET 1300N",REMOVE,
USLNG23415,1-17,1,"D-17 - LAB",HP,"LASERJET 4100",REMOVE,
U60302A7K555225,1-79,1,"LIBRARY OFFICE",BROTHER,INTELLIFAX-1270E,REMOVE,
CNG9C2J0JY,1-29,1,"E-7 - SHOP CLASSROOM/LAB",HP,"LASERJET PRO M1212NF MFP",REMOVE,
FCNHC5B50QT,,,,HP,"LASERJET 1320",REMOVE,
CNRC67DBST,1-9,1,"C HALLWAY OFFICE - DURRETT",HP,"LASERJET 1320",REMOVE,
CNBC48F08T,1-59,1,"D-7 - HISTORY CLASSROOM",HP,"LASERJET 1320",REMOVE,
CNB9R10795,1-45,1,"A-5 - PREP ROOM",HP,"LASERJET P2035N",REPURPOSE,
CNBJS69625,1-26,1,"E-1 - MATH CLASSROOM",HP,"LASERJET P2015",REMOVE,
USGW123875,1-73,1,LIBRARY,HP,"LASERJET 2100",REMOVE,
CNBF239422,1-27,1,"E-3 - ART CLASSROOM",HP,"COLOR LASERJET PRO CP1525NW",REMOVE,
CNBF159396,1-76,1,"LIBRARY OFFICE",HP,"COLOR LASERJET PRO CP1525NW",REMOVE,
USLNH33898,1-49,1,"D-5 - LAB",HP,"LASERJET 4100",REMOVE,
USLNJ30048,1-48,1,"D-5 - LAB",HP,"LASERJET 4100",REMOVE,
CNFC53W2ZC,1-46,1,"A-8 - SCIENCE CLASSROOM",HP,"LASERJET 1320",REMOVE,
CNFB928942,1-68,1,"GUIDANCE OFFICE B - MRS. AUMANN",HP,"LASERJET 1012",REMOVE,
VND3H23920,1-66,1,"GUIDANCE - OFFICE A",HP,"LASERJET PRO P1102W",REMOVE,
CNBF135502,1-70,1,"GUIDANCE OFFICE C - MRS. RICHARDSON",HP,"COLOR LASERJET PRO CP1525NW",REMOVE,
CNBC48H22Q,1-69,1,"GUIDANCE LOBBY",HP,"LASERJET 1320",REMOVE,
CNRC67DCTK,1-71,1,"GUIDANCE - CONFERENCE ROOM",HP,"LASERJET 1320",REMOVE,
CNGS490741,1-19,1,"MAIN OFFICE - AP 1 THOMPSON",HP,"COLOR LASERJET CP2025DN",REMOVE,
CNGS458882,1-22,1,"MAIN OFFICE - SECRETARY DESK",HP,"COLOR LASERJET CP2025DN",REMOVE,
CNB9F12999,1-23,1,"MAIN OFFICE - ADMIN SECRETARY",HP,"LASERJET P2035N",REPURPOSE,
CNHC6C71RW,1-21,1,"MAIN OFFICE - PRINCIPAL",HP,"COLOR LASERJET 2600N",REMOVE,
CNBC48F2J0,1-62,1,"P.E. OFFICE",HP,"LASERJET 1320",REMOVE,
CNBB201607,,1,"E-9 - AG. SCIENCE CLASSROOM",HP,"LASERJET 1300N",REMOVE,
Hereford MS Special Finds.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
CNGS437008,1-53,1,"B-1 - SPEECH OFFICE",HP,"COLOR LASERJET CP2025DN",REMOVE,
Holabird MS Removals.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
N6881170071,1-32,1,"LIBRARY WORKROOM",STANDARD,SD360,REMOVE,
CNBSB08831,,,,HP,"LASERJET COLOR CP2025",REMOVE,
JPFMC59434,,,,HP,"LASERJET COLOR 4600",REMOVE,
CN623EG13Q0453,1-16,1,"HEALTH OFFICE",HP,"OFFICEJET 6210",REMOVE,
CN85Q5N2DF052D,,,,HP,"LASERJET M1212",REMOVE,
CNCB109993,1-45,1,"8 - CLASSROOM",HP,"LASERJET 1300N",REMOVE,
CNBGD42455,1-22,1,"S-10 - SCIENCE OFFICE",HP,"COLOR LASERJET PRO CP1025NW",REMOVE,
CN87E293DJ05BR,,,,HP,"LASERJET 4280",REMOVE,
CN9A8BV01F05C5,,,,HP,"LASERJET 4480",REMOVE,
VNB3435674,,,,HP,"LASERJET 1102",REMOVE,
VND3J12221,1-27,1,"54 - MUSIC",HP,"LASERJET P1006",REMOVE,
VND3B25787,,,,HP,"LASERJET 1006 ",REMOVE,
CN5B9DF6TT04CY,,,,HP,"OFFICEJET 5610",REMOVE,
CN65HEF2Z00453,1-13,1,"WELLNESS CENTER",HP,"OFFICEJET 6210",REMOVE,
LWXA83727M,,,,CANON,MG2220,REMOVE,
JPGGR11570,1-40,1,"15 - CLASSROOM",HP,"LASERJET 2200",REMOVE,
F165400,,,,CANON,MFP,REMOVE,
MY4C6CC1BDO2,,,,HP,"PCS 1315",REMOVE,
CNBK603297,,,,HP,"LASERJET 1505",REMOVE,
CNGRF01718,1-39,1,"16 - CLASSROOM",HP,"LASERJET 2200DN",REMOVE,
CN25T3H29505RQ,1-6,1,"MAIN OFFICE - BOOKKEEPER MESARIS",HP,"OFFICEJET 6700 E-ALL-IN-ONE",REMOVE,
CN2957QG1T05RQ,1-8,1,"MAIN OFFICE - ASST PRINCIPAL HINES",HP,"OFFICEJET 6700 E-ALL-IN-ONE",REMOVE,
CN2CS9KHFG05RQ,1-7,1,"MAIN OFFICE LOBBY",HP,"OFFICEJET 6700 E-ALL-IN-ONE",REMOVE,
CNGC6BV1J8,1-2,1,"GUIDANCE LOBBY",HP,"COLOR LASERJET 2605DN",REMOVE,
CNBF333115,1-9,1,"MAIN OFFICE - CONFERENCE ROOM",HP,"COLOR LASERJET PRO CP1525NW",REMOVE,
CNGKK81992,1-5,1,"MAIN OFFICE - RECORDS ROOM",HP,"LASERJET 2430",REMOVE,
CN1CG434HZ05PJ,,,,HP,"DESKJET 3050",REMOVE,
U61639L0J222885,1-1,1,"GUIDANCE LOBBY",BROTHER,INTELLIFAX-4100E,REMOVE,
Jefferson Building 3rd Floor-2.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
CNCCG5H18V,N/A,N/A,"N/A - NEW",HP,"LASERJET ENTERPRISE 500 COLOR M551DN",REPURPOSE,
CNCCG5H17S,N/A,N/A,"N/A - NEW",HP,"LASERJET ENTERPRISE 500 COLOR M551DN",REPURPOSE,
PHGFB18288,N/A,N/A,"N/A - NEW",HP,"LASERJET PRO 400 M401DNE",REPURPOSE,
Jefferson Building 3rd Floor.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number",
"N/A 40",3-38,3,GLADFELTER,CANON,"IMAGECLASS D660",REMOVE,,
JPAKD05417,3-64,3,STORAGE,HP,"COLOR LASERJET 4600",REMOVE,,
CND8F379ZD,3-63,3,306,HP,"LASERJET 100 COLOR MFP M175NW",REMOVE,,
"N/A 38",3-33,3,318,CANON,MP830,REMOVE,,
CN0775Q29S05FR,N/A,3,N/A,HP,"OFFICEJET PRO 8500",REMOVE,,
CN2ATB3HCH05KF,3-35,3,PERRY,HP,"OFFICEJET PRO 8600 P911N",REMOVE,,
"N/A 29",G-55,G,"B-15 - WILLIAMS",HP,"COLOR LASERJET CP1518NI",REMOVE,,
UZN40358,3-34,3,319,CANON,"IMAGECLASS MF3110",REMOVE,,
JPDF242639,3-65,3,STORAGE,HP,"LASERJET P4015",REPURPOSE,,
CNBC945075,3-1,3,RECEPTION,HP,"COLOR LASERJET CP1215",REMOVE,,
VNB4F09228,3-28,3,BARLOW,HP,"LASERJET PRO P1102W",REMOVE,,
CNBC61M0GC,N/A,3,N/A,HP,"LASERJET 1022N",REMOVE,,
CNBF271192,3-29,3,"322 - SCHUMACKER",HP,"COLOR LASERJET PRO CP1525NW",REMOVE,,
JPBFR05363,3-21,3,"RESOURCE TEACHER",HP,"COLOR LASERJET CP2025DN",REMOVE,,
CNB9P50610,3-66,3,308,HP,"LASERJET P2055DN",REPURPOSE,,
CNGHG10533,3-45,3,TWEED,HP,"COLOR LASERJET",REMOVE,,
CNCC8DQ0GV,3-14,3,WILLIAMS,HP,"COLOR LASERJET CP3525",REPURPOSE,,
JPHAC31354,3-32,3,"ACROSS FROM 321",HP,"COLOR LASERJET 4650",REPURPOSE,,
USPG0045702,3-55,3,310,HP,"LASERJET 1100",REMOVE,,
CNBF137985,3-31,3,"320 - CROMWELL",HP,"COLOR LASERJET PRO CP1525NW",REMOVE,,
USGNN15756,3-60,3,HALLWAY,HP,"LASERJET 4200",REPURPOSE,,
CNCCF4B0RN,3-59,3,HALLWAY,HP,"LASERJET 500 COLOR M551",REPURPOSE,,
CNB1S43563,N/A,3,N/A,HP,"LASERJET 2015",REMOVE,,
000H7J660544,3-67,3,SENFT,BROTHER,DCP-7020,REMOVE,,
U63089G2N166505,3-57,3,HALLWAY,BROTHER,MFC-8910DW,REMOVE,,
CND1F38639,N/A,3,N/A,HP,"LASERJET 3005D",REMOVE,,"laserjet 3005d"
CNBB224295,3-47,3,BOHN,HP,"LASERJET 1200",REMOVE,,
CNTBB36872,3-2,3,338,HP,"COLOR LASERJET 3800",REPURPOSE,,
JPCKF32398,N/A,3,N/A,HP,"LASERJET 4600DN",REMOVE,,"laserjet 4600dn"
CNBKB31871,N/A,3,N/A,HP,"LASERJET 1022N",REMOVE,,laserjet1022
CNBC47Y0CY,N/A,3,N/A,HP,"LASERJET 1320",REMOVE,,"laserjet 1320"
CNTBL05097,3-3,3,338,HP,"COLOR LASERJET 3000N",REMOVE,,
MY85JCS55G04Q9,N/A,3,N/A,HP,"DESKJET 6940",REMOVE,,"deskjet 6940"
USDNL20520,3-24,3,325,HP,"LASERJET 4200",REPURPOSE,,
CNB9S32704,N/A,3,N/A,HP,"LASERJET 2035",REMOVE,,"laserjet p2035"
CNCC92J01J,3-54,3,311,HP,"COLOR LASERJET CP3525",REPURPOSE,,
JPLLC10785,3-41,3,"COPIER ROOM",HP,"COLOR LASERJET 4700",REPURPOSE,,
CNG1N06799,3-52,3,HOWELL,HP,"LASERJET P3005",REPURPOSE,,
JPAKC06838,3-42,3,"COPIER ROOM",HP,"COLOR LASERJET 4600",REMOVE,,
JP4LB17765,3-40,3,"COPIER ROOM",HP,"COLOR LASERJET 4700",REPURPOSE,,
JP4LB09639,3-43,3,"COPIER ROOM",HP,"COLOR LASERJET 4700",REPURPOSE,,
Jefferson Building 4th Floor.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
CNBC6214RQ,4-23,4,JONES-SMITH,HP,"LASERJET 1022",REMOVE,
CNCK064889,4-22,4,GOSNELL,HP,"LASERJET 1300",REMOVE,
CNDX601194,G-31,G,B-20,HP,"LASERJET 4200N",REPURPOSE,
CNCCBCD1D9,4-33,4,RICCI,HP,"COLOR LASERJET CP3525",REPURPOSE,
JPBC9D32SH,4-37,4,STOLL,HP,"COLOR LASERJET CP4520 SERIES",REPURPOSE,
VNB3S10702,N/A,4,N/A,HP,"LASERJET 1022",REMOVE,
JP4LB17986,4-36,4,HOFFMAN,HP,"COLOR LASERJET 4700",REPURPOSE,
JP4LC12538,4-53,4,415,HP,"COLOR LASERJET 4700",REPURPOSE,
JPBCC8402K,4-44,4,PROCTOR,HP,"COLOR LASERJET CP4525",REPURPOSE,
JPBCC7N094,4-40,4,GALLUZZO,HP,"COLOR LASERJET CP4525",REPURPOSE,
CNDF318883,4-10,4,BROOKS,HP,"LASERJET 400 COLOR M451DN",REPURPOSE,
CNBF128855,4-12,4,DANIEL,HP,"COLOR LASERJET PRO CP1525NW",REMOVE,
CNBC62P1BQ,4-8,4,JACKSON,HP,"LASERJET 1022",REMOVE,
CNB9B07542,4-17,4,MARSH,HP,"LASERJET P2035",REPURPOSE,
JPLLC11496,4-32,4,MYERS,HP,"COLOR LASERJET 4700",REPURPOSE,
JP8LC24812,4-50,4,"COPY ROOM",HP,"COLOR LASERJET 4700",REPURPOSE,
JPCKF24219,4-48,4,"COPY ROOM",HP,"COLOR LASERJET 4600",REMOVE,
JPBCC7N09G,4-41,4,DIGIROLAMO,HP,"COLOR LASERJET CP4525",REPURPOSE,
CNBC6141V8,4-16,4,THOMAS,HP,"LASERJET 1022",REMOVE,
CNBB277575,4-4,4,RECEPTION,HP,"LASERJET 1200",REMOVE,
VNB3L63668,4-15,4,PRUCINO,HP,"LASERJET PRO P1606DN",REPURPOSE,
JPTLB42360,4-20,4,HALLWAY,HP,"COLOR LASERJET 4700",REPURPOSE,
CNBCD3M09G,4-31,4,PAUL,HP,"LASERJET 500 COLOR M551",REPURPOSE,
VND3M07939,4-35,4,SILVERMAN,HP,"LASERJET P1006",REMOVE,
000H7J660538,4-45,4,RICHARDSON,BROTHER,DCP-7020,REMOVE,
MY44QJ30NX2R,4-30,4,RIDDLE,HP,"OFFICEJET 6110",REMOVE,
VNB3S64410,N/A,4,N/A,"HP ","LASERJET 1102",REMOVE,
CNDRB71977,4-6,4,BROWN,HP,"LASERJET 2200DN",REMOVE,
CND0207488,4-5,4,JOHNSON,HP,"COLOR LASERJET CP1518NI",REMOVE,
CNRC6BC0HW,N/A,4,N/A,HP,"LASERJET 1320",REMOVE,
CNBJS91514,N/A,4,N/A,HP,"LASERJET 1320",REMOVE,
CNBC6214R6,4-26,4,FLOYD,HP,"LASERJET 1022",REMOVE,
VNB3N10896,4-24,4,424,HP,"LASERJET 1022",REMOVE,
VNB3F13781,4-71,4,"407 - WOODS",HP,"LASERJET P2035N",REPURPOSE,
CNBJP84363,4-74,4,406,HP,"LASERJET P2015",REMOVE,
CNCCBCS24N,4-85,4,DEJONG,HP,"COLOR LASERJET CP3525",REPURPOSE,
CNCCF5110P,4-78,4,HALLWAY,HP,"LASERJET 500 COLOR M551",KEEP,
CNB1H06884,4-75,4,405,HP,"LASERJET 200 COLOR M251NW",REMOVE,
CNBF302688,4-79,4,HALLWAY,HP,"LASERJET 400 COLOR M451DN",REPURPOSE,
CNGSB29795,4-82,4,"402 - MCMAHON",HP,"COLOR LASERJET CP2025N",REMOVE,
CNF9BCKW2M,4-9,4,WHITCOMB,HP,"COLOR LASERJET CM2320FXI MFP",REMOVE,
JPLLC15039,4-68,4,POPP,HP,"COLOR LASERJET 4700",REPURPOSE,
CNRC6BC0HS,4-7,4,COLE,HP,"LASERJET 1320",REMOVE,
CNBC7B42P7,4-80,4,"404 - LEAKE",HP,"COLOR LASERJET CP3505",MOVE,
USDM025640,4-69,4,WEBBERT,HP,"LASERJET 2100",REMOVE,
JPLLB19092,N/A,4,N/A,HP,"LASERJET 4700",REMOVE,
CNB0505606,N/A,4,N/A,HP,"LASERJET COLOR CP1518",REMOVE,
WEY424636,G-71,G,HALLWAY,XEROX,4110,REMOVE,
VDR560247,4-76,4,HALLWAY,XEROX,"WORKCENTRE 7675",REMOVE,
GYA883145E,3-39,3,"COPIER ROOM",XEROX,4112,REMOVE,
U60995B8J409622,3-22,3,HALLWAY,BROTHER,INTELLIFAX-2820,REMOVE,
JPSCB7N0YC,3-17,3,328,HP,"COLOR LASERJET 5550",REPURPOSE,
Jefferson Building Ground Floor.xlsm.csv.0  
